"AyahText","NomSouratAr","NomSouratFr","NomSouratTraduction","DatabaseID","SuraID","VerseID","AyahTextHarakat"
الا انهم في مرية من لقاء ربهم الا انه بكل شيء محيط ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,54,"أَلَا إِنَّهُمْ فِي مِرْيَةٍ مِنْ لِقَاءِ رَبِّهِمْ ۗ أَلَا إِنَّهُ بِكُلِّ شَيْءٍ مُحِيطٌ"
حم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,1,"بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ حم"
عسق ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,2,"عسق"
كذلك يوحي اليك والى الذين من قبلك الله العزيز الحكيم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,3,"كَذَٰلِكَ يُوحِي إِلَيْكَ وَإِلَى الَّذِينَ مِنْ قَبْلِكَ اللَّهُ الْعَزِيزُ الْحَكِيمُ"
له ما في السموت وما في الأرض وهو العلي العظيم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,4,"لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۖ وَهُوَ الْعَلِيُّ الْعَظِيمُ"
تكاد السموت يتفطرن من فوقهن والملئكة يسبحون بحمد ربهم ويستغفرون لمن في الأرض الا ان الله هو الغفور الرحيم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,5,"تَكَادُ السَّمَاوَاتُ يَتَفَطَّرْنَ مِنْ فَوْقِهِنَّ ۚ وَالْمَلَائِكَةُ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَيَسْتَغْفِرُونَ لِمَنْ فِي الْأَرْضِ ۗ أَلَا إِنَّ اللَّهَ هُوَ الْغَفُورُ الرَّحِيمُ"
والذين اتخذوا من دونه اولياء الله حفيظ عليهم وما انت عليهم بوكيل ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,6,"وَالَّذِينَ اتَّخَذُوا مِنْ دُونِهِ أَوْلِيَاءَ اللَّهُ حَفِيظٌ عَلَيْهِمْ وَمَا أَنْتَ عَلَيْهِمْ بِوَكِيلٍ"
وكذلك اوحينا اليك قرءانا عربيا لتنذر ام القرى ومن حولها وتنذر يوم الجمع لا ريب فيه فريق في الجنة وفريق في السعير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,7,"وَكَذَٰلِكَ أَوْحَيْنَا إِلَيْكَ قُرْآنًا عَرَبِيًّا لِتُنْذِرَ أُمَّ الْقُرَىٰ وَمَنْ حَوْلَهَا وَتُنْذِرَ يَوْمَ الْجَمْعِ لَا رَيْبَ فِيهِ ۚ فَرِيقٌ فِي الْجَنَّةِ وَفَرِيقٌ فِي السَّعِيرِ"
ولو شاء الله لجعلهم امة وحدة ولكن يدخل من يشاء في رحمته والظلمون ما لهم من ولي ولا نصير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,8,"وَلَوْ شَاءَ اللَّهُ لَجَعَلَهُمْ أُمَّةً وَاحِدَةً وَلَٰكِنْ يُدْخِلُ مَنْ يَشَاءُ فِي رَحْمَتِهِ ۚ وَالظَّالِمُونَ مَا لَهُمْ مِنْ وَلِيٍّ وَلَا نَصِيرٍ"
ام اتخذوا من دونه اولياء فالله هو الولي وهو يحي الموتى وهو على كل شيء قدير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,9,"أَمِ اتَّخَذُوا مِنْ دُونِهِ أَوْلِيَاءَ ۖ فَاللَّهُ هُوَ الْوَلِيُّ وَهُوَ يُحْيِي الْمَوْتَىٰ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ"
 وما اختلفتم فيه من شيء فحكمه الى الله ذلكم الله ربي عليه توكلت واليه انيب ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,10,"وَمَا اخْتَلَفْتُمْ فِيهِ مِنْ شَيْءٍ فَحُكْمُهُ إِلَى اللَّهِ ۚ ذَٰلِكُمُ اللَّهُ رَبِّي عَلَيْهِ تَوَكَّلْتُ وَإِلَيْهِ أُنِيبُ"
فاطر السموت والأرض جعل لكم من انفسكم ازوجا ومن الانعم ازوجا يذرؤكم فيه ليس كمثله شيء وهو السميع البصير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,11,"فَاطِرُ السَّمَاوَاتِ وَالْأَرْضِ ۚ جَعَلَ لَكُمْ مِنْ أَنْفُسِكُمْ أَزْوَاجًا وَمِنَ الْأَنْعَامِ أَزْوَاجًا ۖ يَذْرَؤُكُمْ فِيهِ ۚ لَيْسَ كَمِثْلِهِ شَيْءٌ ۖ وَهُوَ السَّمِيعُ الْبَصِيرُ"
له مقاليد السموت والأرض يبسط الرزق لمن يشاء ويقدر انه بكل شيء عليم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,12,"لَهُ مَقَالِيدُ السَّمَاوَاتِ وَالْأَرْضِ ۖ يَبْسُطُ الرِّزْقَ لِمَنْ يَشَاءُ وَيَقْدِرُ ۚ إِنَّهُ بِكُلِّ شَيْءٍ عَلِيمٌ"
شرع لكم من الدين ما وصى به نوحا والذي اوحينا اليك وما وصينا به ابرهيم وموسى وعيسى ان اقيموا الدين ولا تتفرقوا فيه كبر على المشركين ما تدعوهم اليه الله يجتبي اليه من يشاء ويهدي اليه من ينيب ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,13,"شَرَعَ لَكُمْ مِنَ الدِّينِ مَا وَصَّىٰ بِهِ نُوحًا وَالَّذِي أَوْحَيْنَا إِلَيْكَ وَمَا وَصَّيْنَا بِهِ إِبْرَاهِيمَ وَمُوسَىٰ وَعِيسَىٰ ۖ أَنْ أَقِيمُوا الدِّينَ وَلَا تَتَفَرَّقُوا فِيهِ ۚ كَبُرَ عَلَى الْمُشْرِكِينَ مَا تَدْعُوهُمْ إِلَيْهِ ۚ اللَّهُ يَجْتَبِي إِلَيْهِ مَنْ يَشَاءُ وَيَهْدِي إِلَيْهِ مَنْ يُنِيبُ"
وما تفرقوا الا من بعد ما جاءهم العلم بغيا بينهم ولولا كلمة سبقت من ربك الى اجل مسمى لقضي بينهم وان الذين اورثوا الكتب من بعدهم لفي شك منه مريب ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,14,"وَمَا تَفَرَّقُوا إِلَّا مِنْ بَعْدِ مَا جَاءَهُمُ الْعِلْمُ بَغْيًا بَيْنَهُمْ ۚ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَبِّكَ إِلَىٰ أَجَلٍ مُسَمًّى لَقُضِيَ بَيْنَهُمْ ۚ وَإِنَّ الَّذِينَ أُورِثُوا الْكِتَابَ مِنْ بَعْدِهِمْ لَفِي شَكٍّ مِنْهُ مُرِيبٍ"
فلذلك فادع واستقم كما امرت ولا تتبع اهواءهم وقل ءامنت بما انزل الله من كتب وامرت لاعدل بينكم الله ربنا وربكم لنا اعملنا ولكم اعملكم لا حجة بيننا وبينكم الله يجمع بيننا واليه المصير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,15,"فَلِذَٰلِكَ فَادْعُ ۖ وَاسْتَقِمْ كَمَا أُمِرْتَ ۖ وَلَا تَتَّبِعْ أَهْوَاءَهُمْ ۖ وَقُلْ آمَنْتُ بِمَا أَنْزَلَ اللَّهُ مِنْ كِتَابٍ ۖ وَأُمِرْتُ لِأَعْدِلَ بَيْنَكُمُ ۖ اللَّهُ رَبُّنَا وَرَبُّكُمْ ۖ لَنَا أَعْمَالُنَا وَلَكُمْ أَعْمَالُكُمْ ۖ لَا حُجَّةَ بَيْنَنَا وَبَيْنَكُمُ ۖ اللَّهُ يَجْمَعُ بَيْنَنَا ۖ وَإِلَيْهِ الْمَصِيرُ"
والذين يحاجون في الله من بعد ما استجيب له حجتهم داحضة عند ربهم وعليهم غضب ولهم عذاب شديد ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,16,"وَالَّذِينَ يُحَاجُّونَ فِي اللَّهِ مِنْ بَعْدِ مَا اسْتُجِيبَ لَهُ حُجَّتُهُمْ دَاحِضَةٌ عِنْدَ رَبِّهِمْ وَعَلَيْهِمْ غَضَبٌ وَلَهُمْ عَذَابٌ شَدِيدٌ"
الله الذي انزل الكتب بالحق والميزان وما يدريك لعل الساعة قريب ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,17,"اللَّهُ الَّذِي أَنْزَلَ الْكِتَابَ بِالْحَقِّ وَالْمِيزَانَ ۗ وَمَا يُدْرِيكَ لَعَلَّ السَّاعَةَ قَرِيبٌ"
 يستعجل بها الذين لا يؤمنون بها والذين ءامنوا مشفقون منها ويعلمون انها الحق الا ان الذين يمارون في الساعة لفي ضلل بعيد ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,18,"يَسْتَعْجِلُ بِهَا الَّذِينَ لَا يُؤْمِنُونَ بِهَا ۖ وَالَّذِينَ آمَنُوا مُشْفِقُونَ مِنْهَا وَيَعْلَمُونَ أَنَّهَا الْحَقُّ ۗ أَلَا إِنَّ الَّذِينَ يُمَارُونَ فِي السَّاعَةِ لَفِي ضَلَالٍ بَعِيدٍ"
الله لطيف بعباده يرزق من يشاء وهو القوي العزيز ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,19,"اللَّهُ لَطِيفٌ بِعِبَادِهِ يَرْزُقُ مَنْ يَشَاءُ ۖ وَهُوَ الْقَوِيُّ الْعَزِيزُ"
من كان يريد حرث الاخرة نزد له في حرثه ومن كان يريد حرث الدنيا نؤته منها وما له في الاخرة من نصيب ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,20,"مَنْ كَانَ يُرِيدُ حَرْثَ الْآخِرَةِ نَزِدْ لَهُ فِي حَرْثِهِ ۖ وَمَنْ كَانَ يُرِيدُ حَرْثَ الدُّنْيَا نُؤْتِهِ مِنْهَا وَمَا لَهُ فِي الْآخِرَةِ مِنْ نَصِيبٍ"
ام لهم شركؤا شرعوا لهم من الدين ما لم ياذن به الله ولولا كلمة الفصل لقضي بينهم وان الظلمين لهم عذاب اليم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,21,"أَمْ لَهُمْ شُرَكَاءُ شَرَعُوا لَهُمْ مِنَ الدِّينِ مَا لَمْ يَأْذَنْ بِهِ اللَّهُ ۚ وَلَوْلَا كَلِمَةُ الْفَصْلِ لَقُضِيَ بَيْنَهُمْ ۗ وَإِنَّ الظَّالِمِينَ لَهُمْ عَذَابٌ أَلِيمٌ"
ترى الظلمين مشفقين مما كسبوا وهو واقع بهم والذين ءامنوا وعملوا الصلحت في روضات الجنات لهم ما يشاءون عند ربهم ذلك هو الفضل الكبير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,22,"تَرَى الظَّالِمِينَ مُشْفِقِينَ مِمَّا كَسَبُوا وَهُوَ وَاقِعٌ بِهِمْ ۗ وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فِي رَوْضَاتِ الْجَنَّاتِ ۖ لَهُمْ مَا يَشَاءُونَ عِنْدَ رَبِّهِمْ ۚ ذَٰلِكَ هُوَ الْفَضْلُ الْكَبِيرُ"
ذلك الذي يبشر الله عباده الذين ءامنوا وعملوا الصلحت قل لا اسلكم عليه اجرا الا المودة في القربى ومن يقترف حسنة نزد له فيها حسنا ان الله غفور شكور ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,23,"ذَٰلِكَ الَّذِي يُبَشِّرُ اللَّهُ عِبَادَهُ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ ۗ قُلْ لَا أَسْأَلُكُمْ عَلَيْهِ أَجْرًا إِلَّا الْمَوَدَّةَ فِي الْقُرْبَىٰ ۗ وَمَنْ يَقْتَرِفْ حَسَنَةً نَزِدْ لَهُ فِيهَا حُسْنًا ۚ إِنَّ اللَّهَ غَفُورٌ شَكُورٌ"
ام  يقولون افترى على الله كذبا فان يشا الله يختم على قلبك ويمح الله البطل ويحق الحق بكلمته انه عليم بذات الصدور ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,24,"أَمْ يَقُولُونَ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا ۖ فَإِنْ يَشَإِ اللَّهُ يَخْتِمْ عَلَىٰ قَلْبِكَ ۗ وَيَمْحُ اللَّهُ الْبَاطِلَ وَيُحِقُّ الْحَقَّ بِكَلِمَاتِهِ ۚ إِنَّهُ عَلِيمٌ بِذَاتِ الصُّدُورِ"
وهو الذي يقبل التوبة عن عباده ويعفوا عن السيات ويعلم ما تفعلون ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,25,"وَهُوَ الَّذِي يَقْبَلُ التَّوْبَةَ عَنْ عِبَادِهِ وَيَعْفُو عَنِ السَّيِّئَاتِ وَيَعْلَمُ مَا تَفْعَلُونَ"
ويستجيب الذين ءامنوا وعملوا الصلحت ويزيدهم من فضله والكفرون لهم عذاب شديد ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,26,"وَيَسْتَجِيبُ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَيَزِيدُهُمْ مِنْ فَضْلِهِ ۚ وَالْكَافِرُونَ لَهُمْ عَذَابٌ شَدِيدٌ"
ولو بسط الله الرزق لعباده لبغوا في الأرض ولكن ينزل بقدر ما يشاء انه بعباده خبير بصير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,27,"وَلَوْ بَسَطَ اللَّهُ الرِّزْقَ لِعِبَادِهِ لَبَغَوْا فِي الْأَرْضِ وَلَٰكِنْ يُنَزِّلُ بِقَدَرٍ مَا يَشَاءُ ۚ إِنَّهُ بِعِبَادِهِ خَبِيرٌ بَصِيرٌ"
وهو الذي ينزل الغيث من بعد ما قنطوا وينشر رحمته وهو الولي الحميد ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,28,"وَهُوَ الَّذِي يُنَزِّلُ الْغَيْثَ مِنْ بَعْدِ مَا قَنَطُوا وَيَنْشُرُ رَحْمَتَهُ ۚ وَهُوَ الْوَلِيُّ الْحَمِيدُ"
ومن ءايته خلق السموت والأرض وما بث فيهما من دابة وهو على جمعهم اذا يشاء قدير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,29,"وَمِنْ آيَاتِهِ خَلْقُ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَثَّ فِيهِمَا مِنْ دَابَّةٍ ۚ وَهُوَ عَلَىٰ جَمْعِهِمْ إِذَا يَشَاءُ قَدِيرٌ"
وما اصبكم من مصيبة فبما كسبت ايديكم ويعفوا عن كثير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,30,"وَمَا أَصَابَكُمْ مِنْ مُصِيبَةٍ فَبِمَا كَسَبَتْ أَيْدِيكُمْ وَيَعْفُو عَنْ كَثِيرٍ"
وما انتم بمعجزين في الأرض وما لكم من دون الله من ولي ولا نصير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,31,"وَمَا أَنْتُمْ بِمُعْجِزِينَ فِي الْأَرْضِ ۖ وَمَا لَكُمْ مِنْ دُونِ اللَّهِ مِنْ وَلِيٍّ وَلَا نَصِيرٍ"
ومن ءايته الجوار في البحر كالاعلم ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,32,"وَمِنْ آيَاتِهِ الْجَوَارِ فِي الْبَحْرِ كَالْأَعْلَامِ"
 ان يشا يسكن الريح فيظللن رواكد على ظهره ان في ذلك لايت لكل صبار شكور ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,33,"إِنْ يَشَأْ يُسْكِنِ الرِّيحَ فَيَظْلَلْنَ رَوَاكِدَ عَلَىٰ ظَهْرِهِ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِكُلِّ صَبَّارٍ شَكُورٍ"
او يوبقهن بما كسبوا ويعف عن كثير ,  الشورى , ACHOURA , LA CONSULTATION    ,1,42,34,"أَوْ يُوبِقْهُنَّ بِمَا كَسَبُوا وَيَعْفُ عَنْ كَثِيرٍ"
